id_kabkota,kab_kota,prov,total_prod,loss_drought_nonclimate_rp25,loss_drought_nonclimate_rp50,loss_drought_nonclimate_rp100,loss_drought_nonclimate_rp250,loss_drought_climate_rp25,loss_drought_climate_rp50,loss_drought_climate_rp100,loss_drought_climate_rp250,aal_drought_nonclimate_v2,aal_drought_climate_v2
6307,Hulu Sungai Tengah,Kalimantan Selatan,109758.31,563916821044.2664,563908098884.6967,563902251684.2196,563896930812.416,560199893957.8041,559607021531.1396,559197136959.9639,558815628855.0892,22556286222.873783,22381390760.210472
6308,Hulu Sungai Utara,Kalimantan Selatan,25622.89,131240682101.40329,131435836488.58144,131557672263.25505,131662664182.24098,130523694138.22812,130650288490.66977,130731233181.23692,130802348048.09131,5258044395.724482,5226457570.528863
6372,Banjarbaru,Kalimantan Selatan,3078.86,15973273228.161768,15968114034.940325,15964487590.101162,15961065478.156643,15957549365.783743,15946958175.636337,15939246419.885061,15931759349.927366,638697801.8736285,637816153.1009547
6371,Banjarmasin,Kalimantan Selatan,4932.7,25598938139.64249,25592378515.331573,25587801949.541626,25583507900.894405,25602750009.941147,25591064740.664406,25582643278.092262,25574533279.576115,1023662030.0289924,1023576350.3911484
6302,Kotabaru,Kalimantan Selatan,17609.79,91506369243.6816,91473969095.32011,91450602716.30708,91428113833.26442,91045653504.54263,90911357971.72351,90808777893.1726,90705362890.31369,3658774847.4299254,3635534667.9988556
6309,Tabalong,Kalimantan Selatan,54341.6,271981210734.52454,272583978618.39035,272970042298.43192,273309296629.44067,268463271810.55524,268638378654.2475,268749445269.7361,268845898556.92892,10905497201.41464,10746125249.975658
6310,Tanah Bumbu,Kalimantan Selatan,39429.0,204804184635.43405,204747286447.25015,204707095037.37952,204669024712.84766,203698778171.8001,203436025915.72202,203239318738.9129,203043958551.09595,8189591076.352063,8135750430.222806
6301,Tanah Laut,Kalimantan Selatan,73487.24,380895990127.5242,380568167002.0788,380324188833.32367,380083620218.3985,380604905883.2121,380103035502.6262,379717256238.3529,379327105429.12427,15220661258.501802,15200622379.28221
6305,Tapin,Kalimantan Selatan,101228.04,525260219522.97675,525403361749.9693,525495070281.2713,525575679766.2166,524842880553.9593,524907785458.80347,524951196630.8771,524990900758.3553,21016642942.09299,20996591465.777145
6303,Banjar,Kalimantan Selatan,129050.5,668626866326.2943,668578006655.8502,668544984917.2263,668514748132.2946,668262704507.8896,668018428943.0878,667846941395.6749,667684981214.8599,26742901879.36457,26719473878.894634
6204,Barito Selatan,Kalimantan Tengah,6170.98,31138400169.431084,31158297482.865788,31171415196.7052,31183200301.20146,31069362697.049637,31048821669.819614,31035323380.3114,31023315752.264027,1246412187.6193495,1241871749.32613
6213,Barito Timur,Kalimantan Tengah,17525.59,88935851401.57819,89031506537.80255,89093516825.37503,89148514757.46466,88618448646.63518,88574419856.33813,88543768089.15852,88514983472.12549,3561618849.988073,3542755813.329571
6205,Barito Utara,Kalimantan Tengah,8092.07,,,,,,,,,,
6210,Gunung Mas,Kalimantan Tengah,568.9,,,,,,,,,,
6203,Kapuas,Kalimantan Tengah,153060.04,790742191917.4305,790755641061.563,790764636340.6862,790772807440.4225,791814080531.4337,791653998730.0165,791547327121.8539,791451167765.2043,31630283277.906197,31665487577.595848
6206,Katingan,Kalimantan Tengah,30994.22,158768514798.23877,158643991366.19888,158557620512.99548,158476945365.14026,159712121202.60446,159612716320.0172,159543987250.50592,159479956273.0504,6345144600.135316,6384023548.741703
6271,Palangkaraya,Kalimantan Tengah,24.93,,,,,,,,,,
6201,Kotawaringin Barat,Kalimantan Tengah,330.44,,,,,,,,,,
6202,Kotawaringin Timur,Kalimantan Tengah,29160.84,150095420601.1778,149917399439.05414,149789458579.74402,149666652166.9243,150902265194.7937,150798270828.60654,150724608435.23434,150654783740.56308,5995697431.404012,6031377068.042852
6209,Lamandau,Kalimantan Tengah,894.55,,,,,,,,,,
6212,Murung Raya,Kalimantan Tengah,2184.04,,,,,,,,,,
6211,Pulang Pisau,Kalimantan Tengah,85923.18,442727317190.82806,442654622029.23413,442605390397.486,442560240028.20996,444760625108.73364,444637858548.2145,444555155851.4358,444479868931.61084,17705857305.72415,17784974458.643314
6207,Seruyan,Kalimantan Tengah,6897.39,,,,,,,,,,
6208,Sukamara,Kalimantan Tengah,2091.58,,,,,,,,,,
6403,Berau,Kalimantan Timur,21135.98,,,,,,,,,,
,,Kalimantan Timur,,,,,,,,,,,
6474,Bontang,Kalimantan Timur,255.43,,,,,,,,,,
6472,Samarinda,Kalimantan Timur,5492.34,,,,,,,,,,
6407,Kutai Barat,Kalimantan Timur,1284.77,,,,,,,,,,
6402,Kutai Kartanegara,Kalimantan Timur,105025.7,537075149575.8419,536217584858.0953,535605427868.73486,535020891603.1773,534340390740.77405,532401349754.38416,530964084887.8367,529553926831.2119,21444004932.801968,21284014320.64468
6408,Kutai Timur,Kalimantan Timur,12076.25,,,,,,,,,,
6411,Mahakam Ulu,Kalimantan Timur,489.42,,,,,,,,,,
6401,Paser,Kalimantan Timur,48202.66,,,,,,,,,,
6409,Penajam Paser Utara,Kalimantan Timur,45160.69,226562042845.07162,226854647259.13223,227045340639.8376,227215155800.9065,223544594349.9851,223040962002.54645,222675276273.65155,222318788200.0224,9075308953.062746,8918694101.127417
6471,Balikpapan,Kalimantan Timur,302.1,,,,,,,,,,
6501,Bulungan,Kalimantan Utara,11626.22,,,,,,,,,,
6571,Tarakan,Kalimantan Utara,61.6,,,,,,,,,,
6502,Malinau,Kalimantan Utara,5333.52,,,,,,,,,,
6503,Nunukan,Kalimantan Utara,12945.28,,,,,,,,,,
6504,Tana Tidung,Kalimantan Utara,566.97,,,,,,,,,,
1901,Bangka,Kepulauan Bangka Belitung,4574.6,,,,,,,,,,
1905,Bangka Barat,Kepulauan Bangka Belitung,2152.7,,,,,,,,,,
1903,Bangka Selatan,Kepulauan Bangka Belitung,52191.12,,,,,,,,,,
1904,Bangka Tengah,Kepulauan Bangka Belitung,310.07,,,,,,,,,,
1902,Belitung,Kepulauan Bangka Belitung,807.06,,,,,,,,,,
1906,Belitung Timur,Kepulauan Bangka Belitung,1389.52,,,,,,,,,,
1971,Pangkal Pinang,Kepulauan Bangka Belitung,0.0,,,,,,,,,,
2101,Bintan,Kepulauan Riau,25.36,,,,,,,,,,
2102,Karimun,Kepulauan Riau,0.0,,,,,,,,,,
2105,Kepulauan Anambas,Kepulauan Riau,76.13,,,,,,,,,,
,,Kepulauan Riau,,,,,,,,,,,
2171,Batam,Kepulauan Riau,0.0,,,,,,,,,,
2172,Tanjung Pinang,Kepulauan Riau,0.0,,,,,,,,,,
2104,Lingga,Kepulauan Riau,118.12,,,,,,,,,,
2103,Natuna,Kepulauan Riau,287.3,,,,,,,,,,
1871,Bandar Lampung,Lampung,2721.97,,,,,,,,,,
1872,Metro,Lampung,29297.35,,,,,,,,,,
1804,Lampung Barat,Lampung,62802.09,,,,,,,,,,
1802,Lampung Tengah,Lampung,566601.47,2826555570599.1665,2830992380812.6064,2833879235345.092,2836446844525.47,2786880936067.9053,2784539860804.809,2782769164665.9546,2780984653529.355,113256603212.6198,111365953164.78432
1807,Lampung Timur,Lampung,449294.9,2247678446539.831,2250986728066.489,2253139115562.2407,2255053358997.422,2211385274971.283,2211221960204.255,2210981883831.9023,2210654492252.5396,90052071823.87552,88444618669.19965
1803,Lampung Utara,Lampung,63452.76,,,,,,,,,,
1811,Mesuji,Lampung,296934.72,1472519536550.419,1474429036692.5754,1475681526020.9897,1476802400965.6572,1440586938777.532,1436017437038.4617,1432696522049.2268,1429455560011.815,58984699930.82034,57413892039.828766
1809,Pesawaran,Lampung,130558.89,637432946771.6348,638072322620.1567,638495400999.3842,638876573155.8759,628362864121.8986,627002180326.3977,626048278067.2468,625145737762.7563,25525513527.104904,25073067734.99222
1813,Pesisir Barat,Lampung,60772.93,306851863999.2335,307568705316.5327,308020481265.2188,308412613555.41187,305033060171.3055,305670763405.7446,306077402760.8171,306433795564.5394,12305101364.749958,12229047843.837538
1810,Pringsewu,Lampung,137096.53,,,,,,,,,,
1806,Tanggamus,Lampung,128674.92,643608423777.3533,645553997324.5558,646780381589.1107,647844996332.5765,637605998228.87,638925114578.0144,639762513168.2261,640492199927.7468,25828552224.682793,25561482205.79895
1805,Tulang Bawang,Lampung,268323.74,1351152796845.5051,1352546561539.045,1353457793729.2341,1354271242309.3967,1329397978823.0889,1327071407096.0234,1325363859546.5288,1323682825114.3916,54107287437.54037,53068741546.84421
1812,Tulang Bawang Barat,Lampung,50700.33,248500845239.7467,248113850324.6429,247849466376.54022,247605373339.28342,240484682073.6548,238676655843.94394,237379742648.1142,236132930238.88654,9922749551.654417,9536965111.252825
1808,Way Kanan,Lampung,100985.27,,,,,,,,,,
1801,Lampung Selatan,Lampung,339941.87,1618124383674.3806,1618470168918.2861,1618701358778.1597,1618911307802.966,1570285720307.084,1565543385517.1746,1562300204780.6907,1559303111741.3538,64740286395.364136,62599531406.263466
8104,Buru,Maluku,45450.84,234610868878.1957,234550463924.1435,234509180616.53262,234471053912.16995,231562074293.0643,231088333094.44275,230739695172.7947,230396859800.31174,9381736469.961561,9240641319.331823
8109,Buru Selatan,Maluku,0.0,,,,,,,,,,
8107,Kepulauan Aru,Maluku,0.0,,,,,,,,,,
8103,Kepulauan Tanimbar (Maluku Tenggara Barat),Maluku,293.5,,,,,,,,,,
8171,Ambon,Maluku,0.0,,,,,,,,,,
8172,Tual,Maluku,0.53,,,,,,,,,,
,,Maluku,,,,,,,,,,,
,,Maluku,,,,,,,,,,,
,,Maluku,,,,,,,,,,,
,,Maluku,,,,,,,,,,,
,,Maluku,,,,,,,,,,,
,,Maluku,,,,,,,,,,,
8108,Maluku Barat Daya,Maluku,0.0,,,,,,,,,,
8101,Maluku Tengah,Maluku,33435.21,172591560823.4709,172744197993.6029,172839189488.7142,172920851975.92715,170459481261.00037,170603239030.84903,170687332884.96146,170754796954.0517,6910238057.879956,6824425639.830792
8106,Seram Bagian Barat,Maluku,3335.63,,,,,,,,,,
8105,Seram Bagian Timur,Maluku,10085.35,51375211675.69428,51617718954.58914,51752917376.44127,51859797602.19321,50236880189.139206,50611892238.489235,50823655288.152985,50992600979.34085,2065059823.3026628,2025084634.6293404
8102,Maluku Tenggara,Maluku,0.0,,,,,,,,,,
8201,Halmahera Barat,Maluku Utara,226.18,,,,,,,,,,
8204,Halmahera Selatan,Maluku Utara,121.88,,,,,,,,,,
8202,Halmahera Tengah,Maluku Utara,103.47,,,,,,,,,,
8206,Halmahera Timur,Maluku Utara,15285.65,,,,,,,,,,
8203,Halmahera Utara,Maluku Utara,6893.28,,,,,,,,,,
8205,Kepulauan Sula,Maluku Utara,16.63,,,,,,,,,,
8271,Ternate,Maluku Utara,0.0,,,,,,,,,,
8272,Tidore Kepulauan,Maluku Utara,0.0,,,,,,,,,,
,,Maluku Utara,,,,,,,,,,,
,,Maluku Utara,,,,,,,,,,,
,,Maluku Utara,,,,,,,,,,,
,,Maluku Utara,,,,,,,,,,,
8207,Pulau Morotai,Maluku Utara,1838.94,,,,,,,,,,
8208,Pulau Taliabu,Maluku Utara,0.0,,,,,,,,,,
5206,Bima,Nusa Tenggara Barat,,,,,,,,,,,
5205,Dompu,Nusa Tenggara Barat,,,,,,,,,,,
5272,Kota Bima,Nusa Tenggara Barat,,,,,,,,,,,
5271,Kota Mataram,Nusa Tenggara Barat,,,,,,,,,,,
5201,Lombok Barat,Nusa Tenggara Barat,,,,,,,,,,,
5202,Lombok Tengah,Nusa Tenggara Barat,,,,,,,,,,,
5203,Lombok Timur,Nusa Tenggara Barat,,,,,,,,,,,
5208,Lombok Utara,Nusa Tenggara Barat,,,,,,,,,,,
5204,Sumbawa,Nusa Tenggara Barat,,,,,,,,,,,
5207,Sumbawa Barat,Nusa Tenggara Barat,,,,,,,,,,,
5305,Timor Tengah Utara,Nusa Tenggara Timur,25924.14,130689893619.47812,130361191018.20859,130127898323.46928,129906116550.12395,130508159960.55795,130056885933.09633,129729708900.49019,129412999236.63554,5212682803.906532,5199663554.462395
5304,Timor Tengah Selatan,Nusa Tenggara Timur,15615.68,,,,,,,,,,
5306,Belu,Nusa Tenggara Timur,23238.92,,,,,,,,,,
5371,Kupang,Nusa Tenggara Timur,1568.24,,,,,,,,,,
5301,Sumba Barat,Nusa Tenggara Timur,30180.24,121272155793.8511,118513747770.59082,116555733636.83037,114694583433.57782,89366495648.86577,84204955182.15717,80559212005.12848,77105523308.65257,4725735727.627061,3340951643.422611
5313,Manggarai,Nusa Tenggara Timur,88358.88,,,,,,,,,,
5321,Malaka,Nusa Tenggara Timur,25806.1,100161920061.17667,97905171820.60611,96316384255.70987,94815640227.87413,96402366192.06844,93660113548.01407,91715506078.62332,89866158118.31218,3904437333.5616565,3731712520.5980673
5310,Sikka,Nusa Tenggara Timur,11345.98,,,,,,,,,,
5315,Manggarai Barat,Nusa Tenggara Timur,124086.7,629557072159.1947,628928458164.1268,628495034797.1552,628092040176.3928,626229869590.2928,624145377525.6918,622621097678.6794,621133367769.7744,25154102153.66584,24953381714.60616
5319,Manggarai Timur,Nusa Tenggara Timur,77979.11,396143213952.03546,396321623758.99066,396439453400.9447,396545457124.4448,395050171735.02704,394565187019.6778,394214621468.6472,393873931111.3296,15853590322.983885,15779814012.173923
5316,Nagekeo,Nusa Tenggara Timur,27527.08,139922537293.04575,139634651950.34903,139429347046.07776,139233451156.7735,140268544315.15207,139833461135.85742,139508582523.06967,139186486060.89868,5583814086.65173,5590561422.800231
5309,Flores Timur,Nusa Tenggara Timur,7516.59,,,,,,,,,,
5314,Rote Ndao,Nusa Tenggara Timur,28835.23,143084561517.74564,142130056933.89743,141422932888.0436,140728251278.48676,145727401084.96228,144816162684.7161,144106840134.29263,143381267213.864,5679277691.239674,5786040042.691753
5320,Sabu Raijua,Nusa Tenggara Timur,7204.79,,,,,,,,,,
5307,Alor,Nusa Tenggara Timur,3555.68,18316028314.33609,18323790140.689163,18328843068.376274,18333339028.401936,18386981144.90142,18385708169.92424,18384718930.56611,18383697249.21174,732981252.9995221,735419066.1868888
5312,Ngada,Nusa Tenggara Timur,48062.41,230067660591.8212,229969281062.35925,229903126816.53558,229842786103.9924,227419975856.28287,225903315766.74188,224813961507.81845,223764217973.54074,9198340339.113832,9027610712.94129
5317,Sumba Tengah,Nusa Tenggara Timur,24187.39,116943064564.51042,116732486864.7745,116588796921.64761,116456255704.47331,116062032580.29541,115191271045.69267,114559062212.14731,113945199064.08734,4668322113.921215,4602578282.634134
5311,Ende,Nusa Tenggara Timur,21881.53,104110349820.06258,103892492836.19159,103743976242.65967,103607082201.97183,103583153213.17046,102660191471.35196,101990581347.24104,101340885642.31496,4154692276.0985794,4101045254.476117
5302,Sumba Timur,Nusa Tenggara Timur,52283.93,119999094425.62383,113851469185.40598,109614456268.0111,105676889325.45885,67827482718.86046,59419213190.12063,53622213269.80727,48227990134.63729,4524416857.459628,2336136662.141333
5303,Kupang,Nusa Tenggara Timur,61254.96,183284518889.65207,178604783454.3231,175389479128.81735,172408261961.40332,169801014166.9568,164357136880.2046,160554783299.4346,156974858634.50858,7121890607.471729,6546629471.709674
5318,Sumba Barat Daya,Nusa Tenggara Timur,49435.23,,,,,,,,,,
5308,Lembata,Nusa Tenggara Timur,201.09,,,,,,,,,,
9106,Biak Numfor,Papua,0.0,,,,,,,,,,
9103,Jayapura,Papua,1395.07,,,,,,,,,,
9111,Keerom,Papua,124.8,,,,,,,,,,
9105,Kepulauan Yapen,Papua,0.0,,,,,,,,,,
9171,Jayapura,Papua,1260.48,,,,,,,,,,
9120,Mamberamo Raya,Papua,0.0,,,,,,,,,,
9110,Sarmi,Papua,57.72,,,,,,,,,,
9119,Supiori,Papua,0.0,,,,,,,,,,
9115,Waropen,Papua,37.7,,,,,,,,,,
9203,Fak Fak,Papua Barat,48.97,,,,,,,,,,
9208,Kaimana,Papua Barat,0.0,,,,,,,,,,
9202,Manokwari,Papua Barat,15545.55,,,,,,,,,,
9212,Pegunungan Arfak,Papua Barat,0.0,,,,,,,,,,
9206,Teluk Bintuni,Papua Barat,422.2,,,,,,,,,,
9207,Teluk Wondama,Papua Barat,0.0,,,,,,,,,,
9211,Manokwari Selatan,Papua Barat,4928.0,,,,,,,,,,
9671,Sorong,Papua Barat Daya,0.0,,,,,,,,,,
9605,Raja Ampat,Papua Barat Daya,0.0,,,,,,,,,,
9603,Raja Ampat,Papua Barat Daya,,,,,,,,,,,
9601,Sorong,Papua Barat Daya,0.0,,,,,,,,,,
9602,Sorong Selatan,Papua Barat Daya,,,,,,,,,,,
9604,Sorong Selatan,Papua Barat Daya,0.0,,,,,,,,,,
9501,Jayawijaya,Papua Pegunungan,0.0,,,,,,,,,,
9507,Lanny Jaya,Papua Pegunungan,0.0,,,,,,,,,,
9505,Mamberamo Tengah,Papua Pegunungan,0.0,,,,,,,,,,
9508,Nduga,Papua Pegunungan,0.0,,,,,,,,,,
9502,Pegunungan Bintang,Papua Pegunungan,0.0,,,,,,,,,,
9504,Tolikara,Papua Pegunungan,0.0,,,,,,,,,,
9503,Yahukimo,Papua Pegunungan,0.0,,,,,,,,,,
9506,Yalimo,Papua Pegunungan,0.0,,,,,,,,,,
9304,Asmat,Papua Selatan,0.0,,,,,,,,,,
9302,Boven Digoel,Papua Selatan,0.0,,,,,,,,,,
9303,Mappi,Papua Selatan,0.0,,,,,,,,,,
9301,Merauke,Papua Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9408,Deiyai,Papua Tengah,0.0,,,,,,,,,,
9406,Dogiyai,Papua Tengah,0.0,,,,,,,,,,
9407,Intan Jaya,Papua Tengah,0.0,,,,,,,,,,
9404,Mimika,Papua Tengah,0.0,,,,,,,,,,
9401,Nabire,Papua Tengah,0.0,,,,,,,,,,
9403,Paniai,Papua Tengah,0.0,,,,,,,,,,
9405,Puncak,Papua Tengah,0.0,,,,,,,,,,
9402,Puncak Jaya,Papua Tengah,0.0,,,,,,,,,,
1403,Bengkalis,Riau,15167.82,,,,,,,,,,
1404,Indragiri Hilir,Riau,57471.26,291777358769.927,290897027186.7421,290254174252.2903,289629529664.851,284786947984.791,281869691596.934,279608235202.85516,277304510298.30206,11630669097.172684,11253912307.512878
1402,Indragiri Hulu,Riau,3672.09,,,,,,,,,,
1401,Kampar,Riau,11663.19,,,,,,,,,,
1410,Kepulauan Meranti,Riau,6134.99,,,,,,,,,,
1472,Dumai,Riau,9375.92,,,,,,,,,,
1471,Pekanbaru,Riau,0.0,,,,,,,,,,
1409,Kuantan Singingi,Riau,21360.81,74958585770.96861,69195932870.82117,64879929274.00865,60610795434.63985,55369349772.405846,43969263988.76825,35421886539.50484,27010732014.441936,2730839853.0065517,1685682673.972715
1405,Pelalawan,Riau,18942.42,97100040866.83237,96904523565.90656,96761238619.29892,96621626487.43625,96494510807.51,96120407562.21173,95838299136.03291,95557406131.73547,3875009556.5233674,3842359457.5186877
1407,Rokan Hilir,Riau,34456.04,,,,,,,,,,
1406,Rokan Hulu,Riau,5849.07,,,,,,,,,,
1408,Siak,Riau,29463.62,148341427854.53452,147688863983.45615,147208160841.12793,146737944970.07867,148034074343.31238,146950679311.4664,146119301609.3214,145281038441.4301,5903578139.816761,5870522615.069702
7605,Majene,Sulawesi Barat,5643.12,,,,,,,,,,
7603,Mamasa,Sulawesi Barat,48965.06,171290604700.83624,171368665295.40485,171420914104.69357,171468402861.97406,128408306449.92613,126524573996.13637,125164757360.88255,123845660505.31667,6855082159.3108015,5050189356.865584
7602,Mamuju,Sulawesi Barat,70325.79,248326876975.3333,256462987983.95755,261617196612.22223,266107373351.67255,183859157579.2829,193335842423.52225,199226463196.26053,204263542883.5142,10285902775.872183,7762285717.900346
7606,Mamuju Tengah,Sulawesi Barat,25988.85,,,,,,,,,,
7601,Pasangkayu (Mamuju Utara),Sulawesi Barat,2925.23,,,,,,,,,,
7604,Polewali Mandar,Sulawesi Barat,199665.24,,,,,,,,,,
7303,Bantaeng,Sulawesi Selatan,56206.03,262555170662.70673,260419769095.54413,258908763885.5365,257475738556.94467,249563202560.92166,244971232413.56668,241644829949.95898,238429975249.74228,10405448524.043135,9772368978.160583
7311,Barru,Sulawesi Selatan,144793.92,,,,,,,,,,
7308,Bone,Sulawesi Selatan,915978.89,4330735497111.661,4289114894337.3135,4259139122455.703,4230323309332.242,4165423080708.54,4087657893985.139,4030495382966.8184,3974652359493.6323,171329454531.14764,163035628797.05246
7302,Bulukumba,Sulawesi Selatan,208838.17,1042936324086.1051,1041574551245.7972,1040640329486.9575,1039775038167.9744,1024986646197.967,1020475902826.8774,1017253263362.223,1014164335723.9454,41656529412.61949,40794181461.348236
7316,Enrekang,Sulawesi Selatan,40316.69,,,,,,,,,,
7306,Gowa,Sulawesi Selatan,231035.1,1157759074896.32,1154525650625.691,1152238364746.7532,1150069471965.1501,1130810659219.5757,1121581792062.6802,1114779291240.06,1108112755107.8718,46163868730.07864,44806857088.81154
7304,Jeneponto,Sulawesi Selatan,127923.41,651890933896.6572,651132687847.103,650604106653.1979,650108474422.307,642185636631.7688,639650255262.128,637799285078.5912,635996014621.9365,26041491830.854847,25570976578.231895
7301,Kepulauan Selayar,Sulawesi Selatan,6710.53,,,,,,,,,,
7371,Makassar,Sulawesi Selatan,12788.19,,,,,,,,,,
7373,Palopo,Sulawesi Selatan,16806.41,,,,,,,,,,
7372,Pare Pare,Sulawesi Selatan,4649.39,,,,,,,,,,
7317,Luwu,Sulawesi Selatan,277364.84,1350572468308.2183,1353030066388.5825,1354641457936.7622,1356083100424.0754,1322540492986.6123,1323720451657.5828,1324384149687.2673,1324886393067.1348,54130889045.37355,52950489653.69795
7324,Luwu Timur,Sulawesi Selatan,219608.6,1059343082086.3796,1061322183264.1755,1062622712132.4784,1063788213112.4952,1012188008129.1061,1010148040572.4426,1008662479531.3557,1007211718420.4204,42460762758.67372,40393882555.07149
7309,Maros,Sulawesi Selatan,196087.49,1013252919332.7216,1012750778633.6066,1012399813093.8184,1012070060603.3777,1009013443944.508,1007309466196.8303,1006042173936.2283,1004789268111.7844,40507479801.80551,40281638700.669846
7310,Pangkajene Kepulauan,Sulawesi Selatan,118394.01,602627527285.2852,601298177306.71,600342573094.9749,599425170534.5763,597469108597.5547,594428891929.1166,592141686032.8678,589864561721.3204,24044464710.955334,23757309885.224483
7315,Pinrang,Sulawesi Selatan,548084.63,2348756008506.5405,2357994336768.045,2364091960685.483,2369574946952.9336,2093002244667.7698,2088236928215.1873,2084382558903.033,2080310940767.8186,94357235450.74048,83490813426.5045
7314,Sidenreng Rappang,Sulawesi Selatan,535315.55,2529002177569.933,2535184590253.246,2539245792973.097,2542884335087.4087,2367962103322.6206,2365306124042.3696,2363095699384.598,2360716698014.226,101431947318.89467,94588995375.03812
7307,Sinjai,Sulawesi Selatan,103063.58,491024611419.1675,487985768142.50256,485842338232.08344,483814444048.25226,474534018286.838,468172272761.52313,463567359116.2279,459117375233.05035,19503472450.523647,18690284773.8524
7312,Soppeng,Sulawesi Selatan,292200.18,1383359399901.6335,1372682960888.9202,1365092181481.19,1357866723216.7764,1314824167224.5894,1290593185857.377,1272907108652.4148,1255716983080.1614,54849642926.717094,51480415210.887
,,Sulawesi Selatan,,,,,,,,,,,
7305,Takalar,Sulawesi Selatan,112369.69,535534128985.3724,532930116285.28705,531112801789.7583,529407365416.9123,501851593528.35596,493951242009.83374,488280294536.17255,482837790004.20605,21304047006.36948,19713891451.74989
7318,Tana Toraja,Sulawesi Selatan,82973.84,366487904930.5631,367725098387.27484,368541255858.9071,369274847295.9491,342359670171.3195,342677053550.26874,342804516770.20215,342850838451.2266,14714009503.057653,13706144508.28743
7326,Toraja Utara,Sulawesi Selatan,101859.8,445891155938.0141,448526553651.026,450247607741.7601,451782609854.83105,414091802385.138,416242799851.9422,417545140138.61847,418623122266.6693,17951268995.06343,16655282998.606146
7313,Wajo,Sulawesi Selatan,797933.74,3815050147527.567,3808139468767.2607,3803435131038.7754,3799103722910.209,3610940644537.6826,3584056982382.896,3565016974303.5703,3546870050826.735,152293800615.46625,143218487331.33597
7322,Luwu Utara,Sulawesi Selatan,208866.69,915262655005.351,928628304690.8419,937019183960.8292,944279659239.3606,863587029869.242,876468998627.3822,884426169281.876,891202249014.2244,37188162206.7783,35096730375.45773
7201,Banggai,Selawesi Tengah,141013.22,714230153100.3446,713646968727.8489,713247498876.7257,712877937973.2701,713384022810.6266,711511062916.1853,710175133703.4827,708899953960.1562,28543131618.74788,28450206919.198
7207,Banggai Kepulauan,Selawesi Tengah,992.99,,,,,,,,,,
7211,Banggai Laut,Selawesi Tengah,0.0,,,,,,,,,,
7205,Buol,Selawesi Tengah,16798.44,,,,,,,,,,
7203,Donggala,Selawesi Tengah,57266.29,295075206079.76416,294855830440.21906,294701551344.3774,294555909372.573,294109129290.41797,293600560924.33936,293226042942.2578,292858752442.8135,11793093293.763958,11740919317.407028
7271,Palu,Selawesi Tengah,888.75,,,,,,,,,,
7206,Morowali,Selawesi Tengah,35483.73,181830036402.22498,181896661597.13644,181940527471.8315,181979897173.24,180305290019.68628,180276611006.34863,180255310055.5365,180234328043.8773,7276133787.966628,7210884842.043526
7212,Morowali Utara,Selawesi Tengah,25365.23,,,,,,,,,,
7208,Parigi Moutong,Selawesi Tengah,245039.66,1237924527902.8481,1241737999804.3306,1244089145751.4165,1246095923482.0645,1220785277250.087,1223996583438.9758,1225961073063.2742,1227619291118.0947,49680699906.479225,48968825146.41836
7210,Sigi,Selawesi Tengah,80066.14,397460606582.1011,396637495725.92255,396067659855.76715,395536181640.0772,380099916462.47034,377084140612.0465,374911279132.8357,372815348028.8135,15861463052.036528,15066258943.06978
7209,Tojo Una Una,Selawesi Tengah,5677.34,,,,,,,,,,
7204,Toli Toli,Selawesi Tengah,57937.49,300222074254.0466,300249576791.7844,300267785758.5482,300284198324.4004,299953455356.92145,299868932154.33514,299808112960.6456,299749295829.34406,12010096068.756422,11994278510.374813
7202,Poso,Selawesi Tengah,77879.42,,,,,,,,,,
7406,Bombana,Sulawesi Tenggara,76588.65,,,,,,,,,,
7404,Buton,Sulawesi Tenggara,5852.1,,,,,,,,,,
7415,Buton Selatan,Sulawesi Tenggara,0.0,,,,,,,,,,
7414,Buton Tengah,Sulawesi Tenggara,25.29,,,,,,,,,,
7410,Buton Utara,Sulawesi Tenggara,2862.39,,,,,,,,,,
7401,Kolaka,Sulawesi Tenggara,51063.36,262141622682.11807,261759508278.49484,261484435642.79288,261220068389.14145,261972150150.94586,261356045345.62057,260894942529.9214,260437517387.4341,10468224814.864937,10450284343.645176
7411,Kolaka Timur,Sulawesi Tenggara,88994.39,451269928994.3863,450141162030.10065,449330886620.2398,448553846360.45184,451143980620.8682,449326839536.44275,447968800015.672,446623233468.0088,17999340737.88045,17961455433.65676
7408,Kolaka Utara,Sulawesi Tenggara,5125.64,,,,,,,,,,
7402,Konawe,Sulawesi Tenggara,132209.2,,,,,,,,,,
7412,Konawe Kepulauan,Sulawesi Tenggara,492.54,,,,,,,,,,
7405,Konawe Selatan,Sulawesi Tenggara,88805.39,443053532220.3074,442511099945.78186,442139708695.9037,441796241222.8617,442605726263.2866,441126824579.55505,440065719153.4647,439045076845.1923,17697893179.517063,17636800922.470257
7409,Konawe Utara,Sulawesi Tenggara,8952.07,46212355636.03578,46161399624.988785,46124302996.812294,46088340213.70266,46169475042.46614,46082425646.26737,46016186605.6383,45949656356.21848,1846157356.2056067,1842708222.4573078
7472,Bau Bau,Sulawesi Tenggara,8499.94,,,,,,,,,,
7471,Kendari,Sulawesi Tenggara,2329.73,,,,,,,,,,
7403,Muna,Sulawesi Tenggara,1769.58,,,,,,,,,,
7413,Muna Barat,Sulawesi Tenggara,5387.73,,,,,,,,,,
